"","country_code","country","region","year","life_expect","life_exp60","adult_mortality","infant_mort","age1_4mort","alcohol","bmi","age5_19thinness","age5_19obesity","hepatitis","measles","polio","diphtheria","basic_water","doctors","hospitals","gni_capita","gghe_d","che_gdp","une_pop","une_infant","une_life","une_hiv","une_gni","une_poverty","une_edu_spend","une_literacy","une_school","PM_value","income_group","health_exp","Developed / Developing Countries"
"1807","CHL","Chile","Americas",2002,77.62415,22.00043,100.4156,0.00832,0.00037999999999999,6.06087,26.8,1,10.2,NA,95,97,97,96.32163,8.921,NA,9940,2.7278,7.26602,15684.409,8.3,76.894,0.2,9930,NA,4.08121,95.71662,NA,NA,"High income",42.484,"Developing"
"1808","CHL","Chile","Americas",2002,77.62415,22.00043,100.4156,0.00832,0.00037999999999999,6.06087,26.8,1,10.2,NA,95,97,97,96.32163,8.921,NA,9940,2.7278,7.26602,15684.409,8.3,76.894,0.2,9930,NA,4.08121,95.71662,NA,NA,"High income",651.632,"Developing"
"1809","CHL","Chile","Americas",2002,77.62415,22.00043,100.4156,0.00832,0.00037999999999999,6.06087,26.8,1,10.2,NA,95,97,97,96.32163,8.921,NA,9940,2.7278,7.26602,15684.409,8.3,76.894,0.2,9930,NA,4.08121,95.71662,NA,NA,"High income",3.837,"Developing"
"1810","CHL","Chile","Americas",2002,77.62415,22.00043,100.4156,0.00832,0.00037999999999999,6.06087,26.8,1,10.2,NA,95,97,97,96.32163,8.921,NA,9940,2.7278,7.26602,15684.409,8.3,76.894,0.2,9930,NA,4.08121,95.71662,NA,NA,"High income",3.429,"Developing"
"1811","CHL","Chile","Americas",2002,77.62415,22.00043,100.4156,0.00832,0.00037999999999999,6.06087,26.8,1,10.2,NA,95,97,97,96.32163,8.921,NA,9940,2.7278,7.26602,15684.409,8.3,76.894,0.2,9930,NA,4.08121,95.71662,NA,NA,"High income",52.811,"Developing"
"1812","CHL","Chile","Americas",2002,77.62415,22.00043,100.4156,0.00832,0.00037999999999999,6.06087,26.8,1,10.2,NA,95,97,97,96.32163,8.921,NA,9940,2.7278,7.26602,15684.409,8.3,76.894,0.2,9930,NA,4.08121,95.71662,NA,NA,"High income",47.189,"Developing"
"1813","CHL","Chile","Americas",2002,77.62415,22.00043,100.4156,0.00832,0.00037999999999999,6.06087,26.8,1,10.2,NA,95,97,97,96.32163,8.921,NA,9940,2.7278,7.26602,15684.409,8.3,76.894,0.2,9930,NA,4.08121,95.71662,NA,NA,"High income",344.135,"Developing"
"1814","CHL","Chile","Americas",2002,77.62415,22.00043,100.4156,0.00832,0.00037999999999999,6.06087,26.8,1,10.2,NA,95,97,97,96.32163,8.921,NA,9940,2.7278,7.26602,15684.409,8.3,76.894,0.2,9930,NA,4.08121,95.71662,NA,NA,"High income",307.497,"Developing"
"1815","CHL","Chile","Americas",2003,77.65722,21.98533,100.3864,0.008045,0.00037999999999999,6.37334,26.9,1,10.4,NA,96,96,96,96.58852,9.466,NA,10320,2.80482,7.3333,15849.652,8.1,77.146,0.2,10180,4.2,3.96346,NA,NA,NA,"High income",7.333,"Developing"
"1816","CHL","Chile","Americas",2003,77.65722,21.98533,100.3864,0.008045,0.00037999999999999,6.37334,26.9,1,10.4,NA,96,96,96,96.58852,9.466,NA,10320,2.80482,7.3333,15849.652,8.1,77.146,0.2,10180,4.2,3.96346,NA,NA,NA,"High income",302.146,"Developing"
"1817","CHL","Chile","Americas",2003,77.65722,21.98533,100.3864,0.008045,0.00037999999999999,6.37334,26.9,1,10.4,NA,96,96,96,96.58852,9.466,NA,10320,2.80482,7.3333,15849.652,8.1,77.146,0.2,10180,4.2,3.96346,NA,NA,NA,"High income",3.136,"Developing"
"1818","CHL","Chile","Americas",2003,77.65722,21.98533,100.3864,0.008045,0.00037999999999999,6.37334,26.9,1,10.4,NA,96,96,96,96.58852,9.466,NA,10320,2.80482,7.3333,15849.652,8.1,77.146,0.2,10180,4.2,3.96346,NA,NA,NA,"High income",42.764,"Developing"
"1819","CHL","Chile","Americas",2003,77.65722,21.98533,100.3864,0.008045,0.00037999999999999,6.37334,26.9,1,10.4,NA,96,96,96,96.58852,9.466,NA,10320,2.80482,7.3333,15849.652,8.1,77.146,0.2,10180,4.2,3.96346,NA,NA,NA,"High income",706.546,"Developing"
"1820","CHL","Chile","Americas",2003,77.65722,21.98533,100.3864,0.008045,0.00037999999999999,6.37334,26.9,1,10.4,NA,96,96,96,96.58852,9.466,NA,10320,2.80482,7.3333,15849.652,8.1,77.146,0.2,10180,4.2,3.96346,NA,NA,NA,"High income",3.829,"Developing"
"1821","CHL","Chile","Americas",2003,77.65722,21.98533,100.3864,0.008045,0.00037999999999999,6.37334,26.9,1,10.4,NA,96,96,96,96.58852,9.466,NA,10320,2.80482,7.3333,15849.652,8.1,77.146,0.2,10180,4.2,3.96346,NA,NA,NA,"High income",3.504,"Developing"
"1822","CHL","Chile","Americas",2003,77.65722,21.98533,100.3864,0.008045,0.00037999999999999,6.37334,26.9,1,10.4,NA,96,96,96,96.58852,9.466,NA,10320,2.80482,7.3333,15849.652,8.1,77.146,0.2,10180,4.2,3.96346,NA,NA,NA,"High income",52.211,"Developing"
"1823","CHL","Chile","Americas",2003,77.65722,21.98533,100.3864,0.008045,0.00037999999999999,6.37334,26.9,1,10.4,NA,96,96,96,96.58852,9.466,NA,10320,2.80482,7.3333,15849.652,8.1,77.146,0.2,10180,4.2,3.96346,NA,NA,NA,"High income",47.789,"Developing"
"1824","CHL","Chile","Americas",2003,77.65722,21.98533,100.3864,0.008045,0.00037999999999999,6.37334,26.9,1,10.4,NA,96,96,96,96.58852,9.466,NA,10320,2.80482,7.3333,15849.652,8.1,77.146,0.2,10180,4.2,3.96346,NA,NA,NA,"High income",368.896,"Developing"
"1825","CHL","Chile","Americas",2003,77.65722,21.98533,100.3864,0.008045,0.00037999999999999,6.37334,26.9,1,10.4,NA,96,96,96,96.58852,9.466,NA,10320,2.80482,7.3333,15849.652,8.1,77.146,0.2,10180,4.2,3.96346,NA,NA,NA,"High income",337.65,"Developing"
"1826","CHL","Chile","Americas",2004,77.71503,21.96786,97.85802,0.00797,0.00035499999999999,6.32132,26.9,1,10.7,NA,94,94,93,96.85381,9.842,NA,10880,2.72364,6.90115,16014.971,7.9,77.391,0.2,10840,NA,3.53839,NA,9.70077,NA,"High income",6.901,"Developing"
"1827","CHL","Chile","Americas",2004,77.71503,21.96786,97.85802,0.00797,0.00035499999999999,6.32132,26.9,1,10.7,NA,94,94,93,96.85381,9.842,NA,10880,2.72364,6.90115,16014.971,7.9,77.391,0.2,10840,NA,3.53839,NA,9.70077,NA,"High income",320.659,"Developing"
"1828","CHL","Chile","Americas",2004,77.71503,21.96786,97.85802,0.00797,0.00035499999999999,6.32132,26.9,1,10.7,NA,94,94,93,96.85381,9.842,NA,10880,2.72364,6.90115,16014.971,7.9,77.391,0.2,10840,NA,3.53839,NA,9.70077,NA,"High income",2.888,"Developing"
"1829","CHL","Chile","Americas",2004,77.71503,21.96786,97.85802,0.00797,0.00035499999999999,6.32132,26.9,1,10.7,NA,94,94,93,96.85381,9.842,NA,10880,2.72364,6.90115,16014.971,7.9,77.391,0.2,10840,NA,3.53839,NA,9.70077,NA,"High income",41.844,"Developing"
"1830","CHL","Chile","Americas",2004,77.71503,21.96786,97.85802,0.00797,0.00035499999999999,6.32132,26.9,1,10.7,NA,94,94,93,96.85381,9.842,NA,10880,2.72364,6.90115,16014.971,7.9,77.391,0.2,10840,NA,3.53839,NA,9.70077,NA,"High income",766.318,"Developing"
"1831","CHL","Chile","Americas",2004,77.71503,21.96786,97.85802,0.00797,0.00035499999999999,6.32132,26.9,1,10.7,NA,94,94,93,96.85381,9.842,NA,10880,2.72364,6.90115,16014.971,7.9,77.391,0.2,10840,NA,3.53839,NA,9.70077,NA,"High income",3.658,"Developing"
"1832","CHL","Chile","Americas",2004,77.71503,21.96786,97.85802,0.00797,0.00035499999999999,6.32132,26.9,1,10.7,NA,94,94,93,96.85381,9.842,NA,10880,2.72364,6.90115,16014.971,7.9,77.391,0.2,10840,NA,3.53839,NA,9.70077,NA,"High income",3.244,"Developing"
"1833","CHL","Chile","Americas",2004,77.71503,21.96786,97.85802,0.00797,0.00035499999999999,6.32132,26.9,1,10.7,NA,94,94,93,96.85381,9.842,NA,10880,2.72364,6.90115,16014.971,7.9,77.391,0.2,10840,NA,3.53839,NA,9.70077,NA,"High income",52.998,"Developing"
"1834","CHL","Chile","Americas",2004,77.71503,21.96786,97.85802,0.00797,0.00035499999999999,6.32132,26.9,1,10.7,NA,94,94,93,96.85381,9.842,NA,10880,2.72364,6.90115,16014.971,7.9,77.391,0.2,10840,NA,3.53839,NA,9.70077,NA,"High income",47.002,"Developing"
"1835","CHL","Chile","Americas",2004,77.71503,21.96786,97.85802,0.00797,0.00035499999999999,6.32132,26.9,1,10.7,NA,94,94,93,96.85381,9.842,NA,10880,2.72364,6.90115,16014.971,7.9,77.391,0.2,10840,NA,3.53839,NA,9.70077,NA,"High income",406.137,"Developing"
"1836","CHL","Chile","Americas",2004,77.71503,21.96786,97.85802,0.00797,0.00035499999999999,6.32132,26.9,1,10.7,NA,94,94,93,96.85381,9.842,NA,10880,2.72364,6.90115,16014.971,7.9,77.391,0.2,10840,NA,3.53839,NA,9.70077,NA,"High income",360.181,"Developing"
"1837","CHL","Chile","Americas",2005,78.01673,22.17311,94.6391,0.00788,0.00036,7.57,27,1,11,NA,90,92,91,97.11694,9.804,NA,11700,2.59217,6.58872,16182.721,7.7,77.63,0.2,11640,NA,3.26283,NA,NA,99.272596170052,"High income",6.589,"Developing"
"1838","CHL","Chile","Americas",2005,78.01673,22.17311,94.6391,0.00788,0.00036,7.57,27,1,11,NA,90,92,91,97.11694,9.804,NA,11700,2.59217,6.58872,16182.721,7.7,77.63,0.2,11640,NA,3.26283,NA,NA,99.272596170052,"High income",344.308,"Developing"
"1839","CHL","Chile","Americas",2005,78.01673,22.17311,94.6391,0.00788,0.00036,7.57,27,1,11,NA,90,92,91,97.11694,9.804,NA,11700,2.59217,6.58872,16182.721,7.7,77.63,0.2,11640,NA,3.26283,NA,NA,99.272596170052,"High income",2.798,"Developing"
"1840","CHL","Chile","Americas",2005,78.01673,22.17311,94.6391,0.00788,0.00036,7.57,27,1,11,NA,90,92,91,97.11694,9.804,NA,11700,2.59217,6.58872,16182.721,7.7,77.63,0.2,11640,NA,3.26283,NA,NA,99.272596170052,"High income",42.471,"Developing"
"1841","CHL","Chile","Americas",2005,78.01673,22.17311,94.6391,0.00788,0.00036,7.57,27,1,11,NA,90,92,91,97.11694,9.804,NA,11700,2.59217,6.58872,16182.721,7.7,77.63,0.2,11640,NA,3.26283,NA,NA,99.272596170052,"High income",810.691,"Developing"
"1842","CHL","Chile","Americas",2005,78.01673,22.17311,94.6391,0.00788,0.00036,7.57,27,1,11,NA,90,92,91,97.11694,9.804,NA,11700,2.59217,6.58872,16182.721,7.7,77.63,0.2,11640,NA,3.26283,NA,NA,99.272596170052,"High income",3.487,"Developing"
"1843","CHL","Chile","Americas",2005,78.01673,22.17311,94.6391,0.00788,0.00036,7.57,27,1,11,NA,90,92,91,97.11694,9.804,NA,11700,2.59217,6.58872,16182.721,7.7,77.63,0.2,11640,NA,3.26283,NA,NA,99.272596170052,"High income",3.101,"Developing"
"1844","CHL","Chile","Americas",2005,78.01673,22.17311,94.6391,0.00788,0.00036,7.57,27,1,11,NA,90,92,91,97.11694,9.804,NA,11700,2.59217,6.58872,16182.721,7.7,77.63,0.2,11640,NA,3.26283,NA,NA,99.272596170052,"High income",52.929,"Developing"
"1845","CHL","Chile","Americas",2005,78.01673,22.17311,94.6391,0.00788,0.00036,7.57,27,1,11,NA,90,92,91,97.11694,9.804,NA,11700,2.59217,6.58872,16182.721,7.7,77.63,0.2,11640,NA,3.26283,NA,NA,99.272596170052,"High income",47.071,"Developing"
"1846","CHL","Chile","Americas",2005,78.01673,22.17311,94.6391,0.00788,0.00036,7.57,27,1,11,NA,90,92,91,97.11694,9.804,NA,11700,2.59217,6.58872,16182.721,7.7,77.63,0.2,11640,NA,3.26283,NA,NA,99.272596170052,"High income",429.094,"Developing"
"1847","CHL","Chile","Americas",2005,78.01673,22.17311,94.6391,0.00788,0.00036,7.57,27,1,11,NA,90,92,91,97.11694,9.804,NA,11700,2.59217,6.58872,16182.721,7.7,77.63,0.2,11640,NA,3.26283,NA,NA,99.272596170052,"High income",381.597,"Developing"
"1848","CHL","Chile","Americas",2006,78.42654,22.57846,93.25867,0.007745,0.00035499999999999,7.33,27.1,0.9,11.4,95,91,94,94,97.37846,10.404,NA,13400,2.49548,6.03517,16354.504,7.6,77.865,0.3,13840,2.4,3.02153,NA,NA,NA,"High income",6.035,"Developing"
"1849","CHL","Chile","Americas",2006,78.42654,22.57846,93.25867,0.007745,0.00035499999999999,7.33,27.1,0.9,11.4,95,91,94,94,97.37846,10.404,NA,13400,2.49548,6.03517,16354.504,7.6,77.865,0.3,13840,2.4,3.02153,NA,NA,NA,"High income",390.989,"Developing"
"1850","CHL","Chile","Americas",2006,78.42654,22.57846,93.25867,0.007745,0.00035499999999999,7.33,27.1,0.9,11.4,95,91,94,94,97.37846,10.404,NA,13400,2.49548,6.03517,16354.504,7.6,77.865,0.3,13840,2.4,3.02153,NA,NA,NA,"High income",2.459,"Developing"
"1851","CHL","Chile","Americas",2006,78.42654,22.57846,93.25867,0.007745,0.00035499999999999,7.33,27.1,0.9,11.4,95,91,94,94,97.37846,10.404,NA,13400,2.49548,6.03517,16354.504,7.6,77.865,0.3,13840,2.4,3.02153,NA,NA,NA,"High income",40.75,"Developing"
"1852","CHL","Chile","Americas",2006,78.42654,22.57846,93.25867,0.007745,0.00035499999999999,7.33,27.1,0.9,11.4,95,91,94,94,97.37846,10.404,NA,13400,2.49548,6.03517,16354.504,7.6,77.865,0.3,13840,2.4,3.02153,NA,NA,NA,"High income",959.483,"Developing"
"1853","CHL","Chile","Americas",2006,78.42654,22.57846,93.25867,0.007745,0.00035499999999999,7.33,27.1,0.9,11.4,95,91,94,94,97.37846,10.404,NA,13400,2.49548,6.03517,16354.504,7.6,77.865,0.3,13840,2.4,3.02153,NA,NA,NA,"High income",3.265,"Developing"
"1854","CHL","Chile","Americas",2006,78.42654,22.57846,93.25867,0.007745,0.00035499999999999,7.33,27.1,0.9,11.4,95,91,94,94,97.37846,10.404,NA,13400,2.49548,6.03517,16354.504,7.6,77.865,0.3,13840,2.4,3.02153,NA,NA,NA,"High income",2.771,"Developing"
"1855","CHL","Chile","Americas",2006,78.42654,22.57846,93.25867,0.007745,0.00035499999999999,7.33,27.1,0.9,11.4,95,91,94,94,97.37846,10.404,NA,13400,2.49548,6.03517,16354.504,7.6,77.865,0.3,13840,2.4,3.02153,NA,NA,NA,"High income",54.093,"Developing"
"1856","CHL","Chile","Americas",2006,78.42654,22.57846,93.25867,0.007745,0.00035499999999999,7.33,27.1,0.9,11.4,95,91,94,94,97.37846,10.404,NA,13400,2.49548,6.03517,16354.504,7.6,77.865,0.3,13840,2.4,3.02153,NA,NA,NA,"High income",45.907,"Developing"
"1857","CHL","Chile","Americas",2006,78.42654,22.57846,93.25867,0.007745,0.00035499999999999,7.33,27.1,0.9,11.4,95,91,94,94,97.37846,10.404,NA,13400,2.49548,6.03517,16354.504,7.6,77.865,0.3,13840,2.4,3.02153,NA,NA,NA,"High income",519.017,"Developing"
"1858","CHL","Chile","Americas",2006,78.42654,22.57846,93.25867,0.007745,0.00035499999999999,7.33,27.1,0.9,11.4,95,91,94,94,97.37846,10.404,NA,13400,2.49548,6.03517,16354.504,7.6,77.865,0.3,13840,2.4,3.02153,NA,NA,NA,"High income",440.466,"Developing"
"1859","CHL","Chile","Americas",2007,78.328,22.43221,92.91891,0.00767999999999999,0.00035499999999999,7.39,27.2,0.9,11.7,92,92,95,96,97.63802,10.365,NA,14660,2.60964,6.17538,16530.195,7.6,78.099,0.3,15050,NA,3.21379,NA,9.80265,NA,"High income",6.175,"Developing"
"1860","CHL","Chile","Americas",2007,78.328,22.43221,92.91891,0.00767999999999999,0.00035499999999999,7.39,27.2,0.9,11.7,92,92,95,96,97.63802,10.365,NA,14660,2.60964,6.17538,16530.195,7.6,78.099,0.3,15050,NA,3.21379,NA,9.80265,NA,"High income",415.668,"Developing"
"1861","CHL","Chile","Americas",2007,78.328,22.43221,92.91891,0.00767999999999999,0.00035499999999999,7.39,27.2,0.9,11.7,92,92,95,96,97.63802,10.365,NA,14660,2.60964,6.17538,16530.195,7.6,78.099,0.3,15050,NA,3.21379,NA,9.80265,NA,"High income",2.42,"Developing"
"1862","CHL","Chile","Americas",2007,78.328,22.43221,92.91891,0.00767999999999999,0.00035499999999999,7.39,27.2,0.9,11.7,92,92,95,96,97.63802,10.365,NA,14660,2.60964,6.17538,16530.195,7.6,78.099,0.3,15050,NA,3.21379,NA,9.80265,NA,"High income",39.187,"Developing"
"1863","CHL","Chile","Americas",2007,78.328,22.43221,92.91891,0.00767999999999999,0.00035499999999999,7.39,27.2,0.9,11.7,92,92,95,96,97.63802,10.365,NA,14660,2.60964,6.17538,16530.195,7.6,78.099,0.3,15050,NA,3.21379,NA,9.80265,NA,"High income",1060.721,"Developing"
"1864","CHL","Chile","Americas",2007,78.328,22.43221,92.91891,0.00767999999999999,0.00035499999999999,7.39,27.2,0.9,11.7,92,92,95,96,97.63802,10.365,NA,14660,2.60964,6.17538,16530.195,7.6,78.099,0.3,15050,NA,3.21379,NA,9.80265,NA,"High income",3.395,"Developing"
"1865","CHL","Chile","Americas",2007,78.328,22.43221,92.91891,0.00767999999999999,0.00035499999999999,7.39,27.2,0.9,11.7,92,92,95,96,97.63802,10.365,NA,14660,2.60964,6.17538,16530.195,7.6,78.099,0.3,15050,NA,3.21379,NA,9.80265,NA,"High income",2.78,"Developing"
"1866","CHL","Chile","Americas",2007,78.328,22.43221,92.91891,0.00767999999999999,0.00035499999999999,7.39,27.2,0.9,11.7,92,92,95,96,97.63802,10.365,NA,14660,2.60964,6.17538,16530.195,7.6,78.099,0.3,15050,NA,3.21379,NA,9.80265,NA,"High income",54.98,"Developing"
"1867","CHL","Chile","Americas",2007,78.328,22.43221,92.91891,0.00767999999999999,0.00035499999999999,7.39,27.2,0.9,11.7,92,92,95,96,97.63802,10.365,NA,14660,2.60964,6.17538,16530.195,7.6,78.099,0.3,15050,NA,3.21379,NA,9.80265,NA,"High income",45.02,"Developing"
"1868","CHL","Chile","Americas",2007,78.328,22.43221,92.91891,0.00767999999999999,0.00035499999999999,7.39,27.2,0.9,11.7,92,92,95,96,97.63802,10.365,NA,14660,2.60964,6.17538,16530.195,7.6,78.099,0.3,15050,NA,3.21379,NA,9.80265,NA,"High income",583.189,"Developing"
"1869","CHL","Chile","Americas",2007,78.328,22.43221,92.91891,0.00767999999999999,0.00035499999999999,7.39,27.2,0.9,11.7,92,92,95,96,97.63802,10.365,NA,14660,2.60964,6.17538,16530.195,7.6,78.099,0.3,15050,NA,3.21379,NA,9.80265,NA,"High income",477.532,"Developing"
"1870","CHL","Chile","Americas",2008,78.95615,23.09437,91.13287,0.007705,0.000325,7.31,27.3,0.9,12,95,96,95,95,97.89596,10.389,NA,14950,2.93381,6.74048,16708.258,7.6,78.33,0.3,15220,NA,3.79243,98.64901,10.1029,NA,"High income",6.74,"Developing"
"1871","CHL","Chile","Americas",2008,78.95615,23.09437,91.13287,0.007705,0.000325,7.31,27.3,0.9,12,95,96,95,95,97.89596,10.389,NA,14950,2.93381,6.74048,16708.258,7.6,78.33,0.3,15220,NA,3.79243,98.64901,10.1029,NA,"High income",422.743,"Developing"
"1872","CHL","Chile","Americas",2008,78.95615,23.09437,91.13287,0.007705,0.000325,7.31,27.3,0.9,12,95,96,95,95,97.89596,10.389,NA,14950,2.93381,6.74048,16708.258,7.6,78.33,0.3,15220,NA,3.79243,98.64901,10.1029,NA,"High income",2.523,"Developing"
"1873","CHL","Chile","Americas",2008,78.95615,23.09437,91.13287,0.007705,0.000325,7.31,27.3,0.9,12,95,96,95,95,97.89596,10.389,NA,14950,2.93381,6.74048,16708.258,7.6,78.33,0.3,15220,NA,3.79243,98.64901,10.1029,NA,"High income",37.43,"Developing"
"1874","CHL","Chile","Americas",2008,78.95615,23.09437,91.13287,0.007705,0.000325,7.31,27.3,0.9,12,95,96,95,95,97.89596,10.389,NA,14950,2.93381,6.74048,16708.258,7.6,78.33,0.3,15220,NA,3.79243,98.64901,10.1029,NA,"High income",1129.411,"Developing"
"1875","CHL","Chile","Americas",2008,78.95615,23.09437,91.13287,0.007705,0.000325,7.31,27.3,0.9,12,95,96,95,95,97.89596,10.389,NA,14950,2.93381,6.74048,16708.258,7.6,78.33,0.3,15220,NA,3.79243,98.64901,10.1029,NA,"High income",3.802,"Developing"
"1876","CHL","Chile","Americas",2008,78.95615,23.09437,91.13287,0.007705,0.000325,7.31,27.3,0.9,12,95,96,95,95,97.89596,10.389,NA,14950,2.93381,6.74048,16708.258,7.6,78.33,0.3,15220,NA,3.79243,98.64901,10.1029,NA,"High income",2.939,"Developing"
"1877","CHL","Chile","Americas",2008,78.95615,23.09437,91.13287,0.007705,0.000325,7.31,27.3,0.9,12,95,96,95,95,97.89596,10.389,NA,14950,2.93381,6.74048,16708.258,7.6,78.33,0.3,15220,NA,3.79243,98.64901,10.1029,NA,"High income",56.402,"Developing"
"1878","CHL","Chile","Americas",2008,78.95615,23.09437,91.13287,0.007705,0.000325,7.31,27.3,0.9,12,95,96,95,95,97.89596,10.389,NA,14950,2.93381,6.74048,16708.258,7.6,78.33,0.3,15220,NA,3.79243,98.64901,10.1029,NA,"High income",43.598,"Developing"
"1879","CHL","Chile","Americas",2008,78.95615,23.09437,91.13287,0.007705,0.000325,7.31,27.3,0.9,12,95,96,95,95,97.89596,10.389,NA,14950,2.93381,6.74048,16708.258,7.6,78.33,0.3,15220,NA,3.79243,98.64901,10.1029,NA,"High income",637.013,"Developing"
"1880","CHL","Chile","Americas",2008,78.95615,23.09437,91.13287,0.007705,0.000325,7.31,27.3,0.9,12,95,96,95,95,97.89596,10.389,NA,14950,2.93381,6.74048,16708.258,7.6,78.33,0.3,15220,NA,3.79243,98.64901,10.1029,NA,"High income",492.398,"Developing"
"1881","CHL","Chile","Americas",2009,78.66202,22.85601,94.31881,0.00745,0.00033,7.67,27.3,0.9,12.4,94,93,94,94,98.15199,10.294,NA,14840,3.37831,7.20918,16886.186,7.5,78.558,0.3,15060,2.6,4.23065,98.55368,NA,NA,"High income",7.814,"Developing"
"1882","CHL","Chile","Americas",2009,78.66202,22.85601,94.31881,0.00745,0.00033,7.67,27.3,0.9,12.4,94,93,94,94,98.15199,10.294,NA,14840,3.37831,7.20918,16886.186,7.5,78.558,0.3,15060,2.6,4.23065,98.55368,NA,NA,"High income",451.723,"Developing"
"1883","CHL","Chile","Americas",2009,78.66202,22.85601,94.31881,0.00745,0.00033,7.67,27.3,0.9,12.4,94,93,94,94,98.15199,10.294,NA,14840,3.37831,7.20918,16886.186,7.5,78.558,0.3,15060,2.6,4.23065,98.55368,NA,NA,"High income",2.693,"Developing"
"1884","CHL","Chile","Americas",2009,78.66202,22.85601,94.31881,0.00745,0.00033,7.67,27.3,0.9,12.4,94,93,94,94,98.15199,10.294,NA,14840,3.37831,7.20918,16886.186,7.5,78.558,0.3,15060,2.6,4.23065,98.55368,NA,NA,"High income",34.468,"Developing"
"1885","CHL","Chile","Americas",2009,78.66202,22.85601,94.31881,0.00745,0.00033,7.67,27.3,0.9,12.4,94,93,94,94,98.15199,10.294,NA,14840,3.37831,7.20918,16886.186,7.5,78.558,0.3,15060,2.6,4.23065,98.55368,NA,NA,"High income",1310.57,"Developing"
"1886","CHL","Chile","Americas",2009,78.66202,22.85601,94.31881,0.00745,0.00033,7.67,27.3,0.9,12.4,94,93,94,94,98.15199,10.294,NA,14840,3.37831,7.20918,16886.186,7.5,78.558,0.3,15060,2.6,4.23065,98.55368,NA,NA,"High income",4.612,"Developing"
"1887","CHL","Chile","Americas",2009,78.66202,22.85601,94.31881,0.00745,0.00033,7.67,27.3,0.9,12.4,94,93,94,94,98.15199,10.294,NA,14840,3.37831,7.20918,16886.186,7.5,78.558,0.3,15060,2.6,4.23065,98.55368,NA,NA,"High income",3.201,"Developing"
"1888","CHL","Chile","Americas",2009,78.66202,22.85601,94.31881,0.00745,0.00033,7.67,27.3,0.9,12.4,94,93,94,94,98.15199,10.294,NA,14840,3.37831,7.20918,16886.186,7.5,78.558,0.3,15060,2.6,4.23065,98.55368,NA,NA,"High income",59.027,"Developing"
"1889","CHL","Chile","Americas",2009,78.66202,22.85601,94.31881,0.00745,0.00033,7.67,27.3,0.9,12.4,94,93,94,94,98.15199,10.294,NA,14840,3.37831,7.20918,16886.186,7.5,78.558,0.3,15060,2.6,4.23065,98.55368,NA,NA,"High income",40.973,"Developing"
"1890","CHL","Chile","Americas",2009,78.66202,22.85601,94.31881,0.00745,0.00033,7.67,27.3,0.9,12.4,94,93,94,94,98.15199,10.294,NA,14840,3.37831,7.20918,16886.186,7.5,78.558,0.3,15060,2.6,4.23065,98.55368,NA,NA,"High income",773.595,"Developing"
"1891","CHL","Chile","Americas",2009,78.66202,22.85601,94.31881,0.00745,0.00033,7.67,27.3,0.9,12.4,94,93,94,94,98.15199,10.294,NA,14840,3.37831,7.20918,16886.186,7.5,78.558,0.3,15060,2.6,4.23065,98.55368,NA,NA,"High income",536.976,"Developing"
"1892","CHL","Chile","Americas",2010,78.32958,22.4313,93.62885,0.00738499999999999,0.000345,7.55,27.4,0.8,12.7,92,93,92,92,98.40616,14.333,NA,17010,3.19128,6.77489,17062.536,7.4,78.779,0.4,16880,NA,4.16209,NA,9.84954,99.2864982318215,"High income",6.775,"Developing"
"1893","CHL","Chile","Americas",2010,78.32958,22.4313,93.62885,0.00738499999999999,0.000345,7.55,27.4,0.8,12.7,92,93,92,92,98.40616,14.333,NA,17010,3.19128,6.77489,17062.536,7.4,78.779,0.4,16880,NA,4.16209,NA,9.84954,99.2864982318215,"High income",432.312,"Developing"
"1894","CHL","Chile","Americas",2010,78.32958,22.4313,93.62885,0.00738499999999999,0.000345,7.55,27.4,0.8,12.7,92,93,92,92,98.40616,14.333,NA,17010,3.19128,6.77489,17062.536,7.4,78.779,0.4,16880,NA,4.16209,NA,9.84954,99.2864982318215,"High income",2.335,"Developing"
"1895","CHL","Chile","Americas",2010,78.32958,22.4313,93.62885,0.00738499999999999,0.000345,7.55,27.4,0.8,12.7,92,93,92,92,98.40616,14.333,NA,17010,3.19128,6.77489,17062.536,7.4,78.779,0.4,16880,NA,4.16209,NA,9.84954,99.2864982318215,"High income",34.468,"Developing"
"1896","CHL","Chile","Americas",2010,78.32958,22.4313,93.62885,0.00738499999999999,0.000345,7.55,27.4,0.8,12.7,92,93,92,92,98.40616,14.333,NA,17010,3.19128,6.77489,17062.536,7.4,78.779,0.4,16880,NA,4.16209,NA,9.84954,99.2864982318215,"High income",1254.254,"Developing"
"1897","CHL","Chile","Americas",2010,78.32958,22.4313,93.62885,0.00738499999999999,0.000345,7.55,27.4,0.8,12.7,92,93,92,92,98.40616,14.333,NA,17010,3.19128,6.77489,17062.536,7.4,78.779,0.4,16880,NA,4.16209,NA,9.84954,99.2864982318215,"High income",3.999,"Developing"
"1898","CHL","Chile","Americas",2010,78.32958,22.4313,93.62885,0.00738499999999999,0.000345,7.55,27.4,0.8,12.7,92,93,92,92,98.40616,14.333,NA,17010,3.19128,6.77489,17062.536,7.4,78.779,0.4,16880,NA,4.16209,NA,9.84954,99.2864982318215,"High income",2.776,"Developing"
